County,CountyName,obama,johnson,stein,romney,StateName,other,totalvotes,dPct,rPct,otherPct,dDRPct,rDRPct,leanD,leanR,StateAbbr
1067,Henry,3083,33,7,5628,Alabama,15,8766,0.35169974903,0.642026009582,0.00171115674196,0.353920330616,0.646079669384,0.547796730633,1.82549464807,AL
1069,Houston,12367,210,31,29270,Alabama,106,41984,0.294564596037,0.69717035061,0.00252477134146,0.297019477868,0.702980522132,0.422514519986,2.36678256651,AL
1071,Jackson,5822,189,62,14439,Alabama,120,20632,0.282183016673,0.699835207445,0.00581620783249,0.287350081437,0.712649918563,0.403213518942,2.4800755754,AL
1073,Jefferson,159876,1637,438,141683,Alabama,889,304523,0.525004679449,0.465262065591,0.00291931972298,0.530164909686,0.469835090314,1.12840637197,0.886205559308,AL
1075,Lamar,1646,34,9,5457,Alabama,30,7176,0.229375696767,0.760451505017,0.00418060200669,0.231733070534,0.768266929466,0.301630932747,3.31530984204,AL
1077,Lauderdale,12511,293,106,23911,Alabama,211,37032,0.337842946641,0.645684813135,0.00569777489739,0.343501180605,0.656498819395,0.523231985279,1.91119814563,AL
1079,Lawrence,5069,107,30,8874,Alabama,68,14148,0.358283856375,0.627226463104,0.00480633305061,0.363551602955,0.636448397045,0.571219292315,1.7506411521,AL
1081,Lee,21381,604,98,32194,Alabama,219,54496,0.392340722255,0.590758954786,0.00401864357017,0.399085394307,0.600914605693,0.664129962105,1.5057293859,AL
1083,Limestone,9829,218,54,25295,Alabama,144,35540,0.276561620709,0.711733258301,0.00405177265053,0.279837148389,0.720162851611,0.388574817158,2.57350696917,AL
1085,Lowndes,5747,15,1,1756,Alabama,4,7523,0.763923966503,0.233417519607,0.000531702778147,0.765960282554,0.234039717446,3.27277904328,0.305550722116,AL
1087,Macon,9045,14,3,1331,Alabama,3,10396,0.870046171604,0.128030011543,0.000288572527895,0.871723207402,0.128276792598,6.79564237415,0.147153123273,AL
1089,Madison,62015,1531,381,90884,Alabama,617,155428,0.39899503307,0.584733767404,0.00396968371207,0.405594542803,0.594405457197,0.682353329519,1.46551640732,AL
1091,Marengo,6167,15,9,5336,Alabama,16,11543,0.534263189812,0.462271506541,0.00138612145889,0.53612101191,0.46387898809,1.15573463268,0.865250526999,AL
1093,Marion,2249,97,28,9697,Alabama,58,12129,0.185423365488,0.799488828428,0.00478192761151,0.18826385401,0.81173614599,0.231927400227,4.31169408626,AL
1095,Marshall,6299,228,94,25867,Alabama,156,32644,0.192960421517,0.792396765102,0.00477882612425,0.195827892806,0.804172107194,0.243514903158,4.10652484521,AL
1097,Mobile,78760,822,251,94893,Alabama,414,175140,0.449697384949,0.541812264474,0.00236382322713,0.453548167898,0.546451832102,0.82998745956,1.20483748095,AL
1099,Monroe,4914,28,13,5741,Alabama,21,10717,0.458523840627,0.535690958291,0.00195950359242,0.461191928672,0.538808071328,0.855948441038,1.16829466829,AL
1101,Montgomery,63085,339,100,38332,Alabama,211,102067,0.618074402108,0.375557232014,0.00206726953864,0.622035753375,0.377964246625,1.64575289575,0.607624633431,AL
1103,Morgan,13439,321,88,35391,Alabama,220,49459,0.271720010514,0.715562385006,0.00444812875311,0.275220151546,0.724779848454,0.379729309712,2.63345487015,AL
1105,Perry,4568,15,8,1506,Alabama,4,6101,0.74872971644,0.246844779544,0.000655630224553,0.752057951926,0.247942048074,3.03320053121,0.329684763573,AL
1107,Pickens,4455,16,5,5124,Alabama,21,9621,0.463049579046,0.532584970377,0.00218272528843,0.465079862199,0.534920137801,0.86943793911,1.15016835017,AL
1109,Pike,6035,76,18,7963,Alabama,31,14123,0.42731714225,0.563832047016,0.0021950010621,0.431133019003,0.568866980997,0.757880195906,1.31946975973,AL
1111,Randolph,3078,55,22,7224,Alabama,42,10421,0.295365128107,0.693215622301,0.00403032338547,0.298776936517,0.701223063483,0.426079734219,2.3469785575,AL
1113,Russell,10500,62,17,8278,Alabama,53,18910,0.555261766261,0.437757800106,0.00280274986779,0.559164980296,0.440835019704,1.26842232423,0.788380952381,AL
1115,St. Clair,5801,201,56,29031,Alabama,146,35235,0.164637434369,0.8239250745,0.00414360720874,0.166542259991,0.833457740009,0.199820881127,5.00448198586,AL
1117,Shelby,20051,725,171,71436,Alabama,359,92742,0.216201936555,0.770265898945,0.0038709538289,0.219167750609,0.780832249391,0.28068480878,3.56271507655,AL
1119,Sumter,5421,18,2,1586,Alabama,3,7030,0.771123755334,0.22560455192,0.000426742532006,0.773654916512,0.226345083488,3.41803278689,0.292565947242,AL
1121,Talladega,13905,127,44,19246,Alabama,94,33416,0.416118027292,0.575951639933,0.00281302370122,0.419444360653,0.580555639347,0.722487789671,1.38410643653,AL
1123,Tallapoosa,6319,69,25,12396,Alabama,42,18851,0.33520768129,0.657577847329,0.00222799851467,0.337643601389,0.662356398611,0.509761213295,1.96170280108,AL
1125,Tuscaloosa,32048,553,130,45748,Alabama,293,78772,0.406845071853,0.58076473874,0.00371959579546,0.411949200473,0.588050799527,0.700533356649,1.42748377434,AL
1127,Walker,6557,165,69,21651,Alabama,143,28585,0.22938604163,0.757425223019,0.00500262375372,0.232451786727,0.767548213273,0.302849752898,3.30196736312,AL
1129,Washington,2976,22,9,5761,Alabama,19,8787,0.338682144076,0.655627631729,0.00216228519404,0.340620350235,0.659379649765,0.516576983163,1.93581989247,AL
1131,Wilcox,4868,2,1,1679,Alabama,5,6555,0.742639206712,0.256140350877,0.000762776506484,0.743546662594,0.256453337406,2.89934484812,0.344905505341,AL
1133,Winston,1286,57,25,8312,Alabama,48,9728,0.132195723684,0.854440789474,0.00493421052632,0.133986247135,0.866013752865,0.154716073147,6.4634525661,AL
